country,iso2c,iso3c,year,ur,status,lastupdated,region,capital,longitude,latitude,income,lending
Middle East & North Africa,ZQ,MEA,2002,12.1612881902541,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa,ZQ,MEA,2001,12.0041193403136,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa,ZQ,MEA,2000,11.9340957867709,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa,ZQ,MEA,1999,11.3990403348134,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa,ZQ,MEA,1993,11.8754368262373,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa,ZQ,MEA,1992,11.3537004822221,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa,ZQ,MEA,1991,11.1214139006979,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa,ZQ,MEA,2018,9.93468670672648,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa,ZQ,MEA,2017,10.3325451719345,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa,ZQ,MEA,2020,10.601051385021,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa,ZQ,MEA,2019,9.18093105141696,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa,ZQ,MEA,2004,10.7414720116621,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa,ZQ,MEA,2016,10.3119516215596,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa,ZQ,MEA,2015,10.2497216862422,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa,ZQ,MEA,2003,11.8743268856739,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2017,12.0880964766158,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2000,13.1140404067104,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2016,12.0717684687981,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2001,13.1707795520596,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,1993,12.7540436772073,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,1999,12.4858976930059,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2002,13.2732391155395,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,1992,12.0620372130412,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,1991,11.7959738005906,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2021,12.1415604976476,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2020,12.1946081657031,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2019,10.7341395505499,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2018,11.6132287035996,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2015,11.9460971575302,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2014,11.675398677195,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2013,11.4776731659217,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2012,11.7320024141432,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2011,11.5072091551638,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2010,10.7767181971627,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2009,10.5058597990318,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2008,10.3597839655483,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2007,10.5636901405936,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2006,11.0468451500892,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2005,11.8296648005288,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2004,11.5663635775519,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,2003,12.8983362263877,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,1998,12.1732889016117,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,1997,11.9846727364089,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,1996,12.2344175342119,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,1995,13.251005933021,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (excluding high income),XQ,MNA,1994,12.8038538311352,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2012,11.6640570615477,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2011,11.4527535815166,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2010,10.6875232203586,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2009,10.4243818431658,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2008,10.2585318240081,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2007,10.5024812505526,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2006,10.9865366545066,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2014,11.5915643495412,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2013,11.4001915056253,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2000,13.1328306419541,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,1999,12.4995821499608,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,1998,12.1842483524906,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2021,12.0063772727983,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,1997,11.9934453484669,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,1996,12.2434988003677,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,1995,13.2668031582766,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,1994,12.8157373560983,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,1993,12.7643730909107,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,1992,12.0672884477321,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,1991,11.7973017871657,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2001,13.1130037046438,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2017,11.9495153651781,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2020,12.0531129801763,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2019,10.5787475840902,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2018,11.4630044569813,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2016,11.9531435032684,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2015,11.835732674537,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2002,13.1751002202509,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2005,11.7682902557639,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2004,11.4803546211786,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle East & North Africa (IDA & IBRD countries),T3,TMN,2003,12.8227775039454,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2020,6.68001370144947,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2002,5.84399780419059,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2021,6.31730001750087,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2005,5.7504305121004204,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2004,5.78206278445588,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2003,5.9399705804391,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,1991,4.24590454911265,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,1994,4.87170639786059,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,1993,4.53366917880746,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,1992,4.31222955816845,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,1996,5.26662674222946,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,1995,5.16254581710165,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2019,5.53212672713599,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2018,5.50895707661721,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2017,5.61040932309371,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2016,5.60749684274099,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2015,5.43697047074454,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2014,5.26884221381325,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2013,5.28084213791528,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2012,5.264264040313,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2011,5.29992669242709,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2010,5.389842352881,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2009,5.60665282255405,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2008,5.32606485811238,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2007,5.39464232724909,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2006,5.54194568798393,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2001,5.69813370122496,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,2000,5.56955484806362,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,1999,5.73785840106961,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,1998,5.57553132474593,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Middle income,XP,MIC,1997,5.3494560417475,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Moldova,MD,MDA,2021,3.96199989318848,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2020,3.8199999332428,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2019,5.09999990463257,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2018,4.1100001335144,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2017,4.09999990463257,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2016,4.01999998092651,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2015,4.69999980926514,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2014,3.73000001907349,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2013,5.09999990463257,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2012,5.57999992370605,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2011,6.67999982833862,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2010,7.44999980926514,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2009,6.40000009536743,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2008,3.98000001907349,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2007,5.07000017166138,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2006,7.38000011444092,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2005,7.28999996185303,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2004,8.17000007629395,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2003,7.94999980926514,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2002,6.80000019073486,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2001,7.28999996185303,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,2000,8.46000003814697,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,1999,11.1400003433228,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,1998,10,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,1997,7.90000009536743,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,1996,7.90000009536743,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,1995,5.30000019073486,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,1994,5.80000019073486,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,1993,3.70000004768372,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,1992,3.70000004768372,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Moldova,MD,MDA,1991,1.89999997615814,,2022-12-22,Europe & Central Asia,Chisinau,28.8497,47.0167,Upper middle income,IBRD
Mongolia,MN,MNG,2021,7.08199977874756,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2020,7.01000022888184,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2019,5.43900012969971,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2018,5.38000011444092,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2017,6.3600001335144,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2016,7.23999977111816,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2015,4.8600001335144,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2014,4.80000019073486,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2013,4.23000001907349,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2012,3.90000009536743,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2011,4.76999998092651,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2010,6.55000019073486,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2009,5.8600001335144,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2008,5.55999994277954,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2007,7.19999980926514,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2006,7.125,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2005,7.03900003433228,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2004,6.82299995422363,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2003,6.80000019073486,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2002,6.19999980926514,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2001,6.21299982070923,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,2000,6.22700023651123,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,1999,6.15999984741211,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,1998,6.14499998092651,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,1997,6.12400007247925,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,1996,6.1560001373291,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,1995,6.0479998588562,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,1994,6.14300012588501,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,1993,6.26800012588501,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,1992,6.41599988937378,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Mongolia,MN,MNG,1991,6.39400005340576,,2022-12-22,East Asia & Pacific,Ulaanbaatar,106.937,47.9129,Lower middle income,IBRD
Montenegro,ME,MNE,2021,18.4869995117188,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2020,17.8999996185303,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2019,15.1199998855591,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2018,15.1700000762939,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2017,16.0699996948242,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2016,17.7199993133545,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2015,17.5400009155273,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2014,18,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2013,19.5,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2012,19.9699993133545,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2011,19.6700000762939,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2010,19.6499996185303,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2009,19.0900001525879,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2008,17.1499996185303,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2007,19.3999996185303,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2006,25.1030006408691,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2005,30.3099994659424,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2004,30.0100002288818,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2003,29.5189990997314,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2002,29.1340007781982,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2001,28.7409992218018,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,2000,28.5879993438721,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,1999,27.5890007019043,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,1998,28.121000289917,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,1997,27.9599990844727,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,1996,27.9139995574951,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,1995,27.5480003356934,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,1994,26.7159996032715,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,1993,25.7999992370605,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,1992,25.5860004425049,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Montenegro,ME,MNE,1991,25.4150009155273,,2022-12-22,Europe & Central Asia,Podgorica,19.2595,42.4602,Upper middle income,IBRD
Morocco,MA,MAR,2021,11.4670000076294,,2022-12-22,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2020,11.4540004730225,,2022-12-22,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2019,9.27999973297119,,2022-12-22,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2018,9.26500034332275,,2022-12-22,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2017,9.24199962615967,,2022-12-22,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2016,9.30000019073486,,2022-12-22,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2015,9.46000003814697,,2022-12-22,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2014,9.69999980926514,,2022-12-22,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2013,9.22999954223633,,2022-12-22,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2012,8.98999977111816,,2022-12-22,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
Morocco,MA,MAR,2011,8.90999984741211,,2022-12-22,Middle East & North Africa,Rabat,-6.8704,33.9905,Lower middle income,IBRD
